"word1","word2","freq"
"tempted","take",2
"ten","knots",2
"ten","years",2
"tend","get",2
"terrorist","attacks",2
"thank","happy",2
"thank","rt",2
"thanks","awesome",2
"thanks","hope",2
"thanks","sharing",2
"thanksgiving","buffet",2
"that’s","9400655",2
"that’s","assuming",2
"that’s","still",2
"thats","always",2
"thats","cool",2
"thats","funny",2
"thats","right",2
"thats","sure",2
"thats","true",2
"there’s","nothing",2
"theres","always",2
"theyre","perfect",2
"thing","can",2
"thing","just",2
"things","get",2
"things","way",2
"think","feel",2
"think","might",2
"think","pretty",2
"think","time",2
"think","youre",2
"third","largest",2
"third","round",2
"thirds","sun",2
"thomas","kinkade",2
"thought","–",2
"thought","appropriate",2
"thousands","dollars",2
"three-point","range",2
"three","centuries",2
"three","daughters",2
"three","days",2
"three","hundred",2
"three","men",2
"three","reserve",2
"throughout","year",2
"tied","game",2
"time","clean",2
"time","dont",2
"time","hit",2
"time","ill",2
"time","library",2
"time","made",2
"time","start",2
"time","took",2
"time","warner",2
"time","will",2
"times","week",2
"times","year",2
"today","im",2
"today","just",2
"today","see",2
"today","will",2
"told","us",2
"tomatillo","sauce",2
"tomorrow","free",2
"tomorrow","yay",2
"tonight","3",2
"took","place",2
"took","two",2
"top","eight",2
"top","ten",2
"top","two",2
"total","number",2
"tough","time",2
"tower","hamlets",2
"town","hall",2
"town","piqua",2
"track","field",2
"trades","40",2
"transportation","officials",2
"try","make",2
"trying","find",2
"tuesday","night",2
"tv","network",2
"tv","show",2
"twice","month",2
"twitter","name",2
"two","black",2
"two","months",2
"two","thirds",2
"u","can",2
"u","didnt",2
"u","guys",2
"u","like",2
"u","never",2
"ugh","hate",2
"union","station",2
"unique","visitors",2
"ur","tweets",2
"urban","area",2
"us","army",2
"us","can",2
"us","courage",2
"us","create",2
"us","get",2
"us","know",2
"us","make",2
"us","one",2
"us","open",2
"us","thought",2
"us","twitter",2
"use","new",2
"use","one",2
"used","cut",2
"used","know",2
"used","love",2
"used","want",2
"used","watch",2
"usespurchases","one",2
"value","education",2
"van","gundy",2
"venture","capitalist",2
"vesta","ceres",2
"veto","bill",2
"video","shoot",2
"visit","us",2
"voucher","free",2
"wait","get",2
"want","encourage",2
"want","go",2
"want","hear",2
"want","keep",2
"want","knock",2
"want","say",2
"want","talk",2
"want","work",2
"wanted","try",2
"wants","play",2
"war","ii",2
"wasnt","going",2
"waste","time",2
"water","seeped",2
"wats","good",2
"way","back",2
"way","new",2
"way","pay",2
"way","people",2
"way","warm",2
"ways","reduce",2
"weather","service",2
"weekly","basis",2
"weeks","ago",2
"weight","loss",2
"welcome","back",2
"well","done",2
"well","dressed",2
"well","get",2
"well","just",2
"well","radio",2
"well","see",2
"well","thats",2
"well","theres",2
"went","great",2
"went","home",2
"weve","got",2
"whatever","want",2
"whenever","want",2
"whitney","houston",2
"whos","done",2
"whos","watching",2
"wild","salmon",2
"will","able",2
"will","add",2
"will","announced",2
"will","back",2
"will","drop",2
"will","enjoy",2
"will","ensure",2
"will","eventually",2
"will","ever",2
"will","give",2
"will","hard",2
"will","held",2
"will","just",2
"will","love",2
"will","meet",2
"will","moving",2
"will","need",2
"will","now",2
"will","pleased",2
"will","provide",2
"will","report",2
"will","rise",2
"will","serve",2
"will","stop",2
"will","tweet",2
"will","used",2
"will","work",2
"williams","said",2
"wincle","waller",2
"winner","will",2
"winners","will",2
"wished","happy",2
"within","five",2
"wondered","good",2
"wonderful","community",2
"wonderful","day",2
"woodchuck","chug",2
"words","will",2
"work","hard",2
"work","today",2
"worked","hard",2
"working","project",2
"works","great",2
"works","well",2
"worst","thing",2
"wow","back",2
"writing","going",2
"written","statement",2
"ya","know",2
"yea","u",2
"year","also",2
"year","big",2
"year","contract",2
"year","put",2
"year","that’s",2
"year","year",2
"years","lived",2
"years","prison",2
"yelling","tv",2
"yes","always",2
"yes","im",2
"yes","really",2
"yes","rt",2
"yet","still",2
"yet","will",2
"york","times",2
"you’ll","find",2
"youll","get",2
"young","people",2
"young","team",2
"youre","amazing",2
"youre","open",2
"youre","reading",2
